,nombre_artista,bio,listeners,playcount,similar
194,Tocadisco,"Tocadisco (Spanish for record player) started his DJ career around 1996 at Düsseldorf's Unique Club. A remix of Slam's ""Lifetimes"" was his breakthrough as producer when the track was voted among the best remixes of the year 2001 in the reader poll of Groove magazine. With ""Nobody (Likes the records that I play)"" Tocadisco entered the international charts as well as radio and tv rotation lists in 2003.

A worldwide tour ensued, which led to an even more auspicious year 2005. <a href=""https://www.last.fm/music/Tocadisco"">Read more on Last.fm</a>",123001,727106,"['Fedde Le Grand', 'John Dahlbäck', 'Axwell', 'Dada Life', 'Tomcraft']"
195,Maksim Dark,"Maksim Dark - Born in a small quiet town is not as lush techno music. Since childhood, he loved electro house. In 2008 he began to listen to minimal techno. Maksim was very surprised by these sounds are not the usual minimal style. After two years of work in the clubs trying to write music like Maksim deeper minimal dark, after much persistent lessons on creating the music found its sound. To listen to his music began in many countries: Germany, Serbia, USA, Brazil, Italy, France and others. <a href=""https://www.last.fm/music/Maksim+Dark"">Read more on Last.fm</a>",22852,157365,"['Tim Taste', 'Lampe', 'Boris Brejcha', 'Deniz Bul', 'Sam Paganini']"
196,Vynek," <a href=""https://www.last.fm/music/Vynek"">Read more on Last.fm</a>",1162,6782,"['Enio Prod', 'RTTWLR', 'Digital Pulse', 'Adonis FR', 'Zareh Kan']"
197,Gotshell,"A mysterious deep sound producer is forming in the dark and cold nights of the Colombia pereira is Gotshell.
Gotshell a.k.a Alessan Main, is the great ambassador of the Colombia electronic music scene. After his first release on the legendary Techno imprint, Planet Rhythm in 2014, over 10 more releases, 12¨, came out on labels like Nachtstrom Schallplatten, Epm music and James Ruskin´s Blueprint. His Remixs on two of the most historical acid techno foundations <a href=""https://www.last.fm/music/Gotshell"">Read more on Last.fm</a>",3504,16070,"['Insolate', 'Kike Pravda', 'Lakej', 'Endlec', 'Jeroen Search']"
198,Fermanz," <a href=""https://www.last.fm/music/Fermanz"">Read more on Last.fm</a>",72,138,[]
199,Abbeloos Olivier," <a href=""https://www.last.fm/music/Abbeloos+Olivier"">Read more on Last.fm</a>",156,293,"['ABSL', 'Mørbeck', 'Inhalt der Nacht', 'Brayan Valenzuela', 'Mayeul']"
200,Chevron,"There is more than one artist known by the name ""Chevron"".

1) Chevron is the electronic alter ego of Jonathan Valentine. Hailing from Blackpool in the UK, he began making rave and techno from an early age, at school and college. There he fell in love with the sounds of Mike Paradinas' well-regarded label, Planet Mu. In 2003 Planet Mu released his first 7"" ""Swimmin' Lessons"". Further short releases on Planet Mu followed in 2004 as well as a European tour with Ceephax Acid Crew. <a href=""https://www.last.fm/music/Chevron"">Read more on Last.fm</a>",27199,176640,"['The Gasman', 'Electronic Music Composer', 'Vorpal', 'Eight Frozen Modules', 'AZ-Rotator']"
201,Alessio Pennati," <a href=""https://www.last.fm/music/Alessio+Pennati"">Read more on Last.fm</a>",591,1532,"['Wurtz', 'Yubik', 'Øostil', 'Eleven Of July', 'Paul Anthonee']"
202,DJ Grega," <a href=""https://www.last.fm/music/dj+grega"">Read more on Last.fm</a>",73,322,"['Fulano47', 'downtoner', 'Sylv3R', 'Boy Sanchez', 'Dj.Edd']"
203,DJ 3000,"If you ask most producers and DJ's about their musical upbringing, most, if not all, will point to the influence of their parents and their relatives. DJ 3000 is no different. Born and raised in the Detroit enclave of Hamtramck, DJ 3000 was inundated with both the sights and sounds of his neighborhood, a highly ethnic area of Detroit, as well as with the influence of the music of his parent's native Albanian background. This diverse collection of influence shaped the make-up of both DJ 3000 and the vision of the Motech Records label. <a href=""https://www.last.fm/music/DJ+3000"">Read more on Last.fm</a>",11420,46991,"['Mad Mike', 'Dark Comedy', ""Eddie 'Flashin' Fowlkes"", 'Andre Holland', 'The Infiltrator']"
204,DJ Dextro,"Luis Filipe Marques Godinho or as we know DJ Dextro, was born in 1976 in portugal,soon he realise that his world was the music and the art of Djing. His musical references to start were Danny Tenaglia, Tony Humphries, David Morales, DJ Sneak, George Morel, DJ Pierre, Armand Van Helden, Angel Morais , Frankie Knuckles, M.A.W, DJ Vibe,Lil Louis,Klf,Afrika Bambaataa,Glen Underground,Felix the Housecat ,Joe Claussell,Larry Heard and meny more... So at the age of 15 Dextro start DJing in many clubs where he was resident (Al Foz <a href=""https://www.last.fm/music/DJ+Dextro"">Read more on Last.fm</a>",9866,62533,"['Danny Wabbit', 'Rene Wise', 'Regent', 'Lewis Fautzi', 'Altinbas']"
205,Boom Merchant,"In the beginning there was Jack, and Jack had a groove... and one kid loved this groove more than anything else in the world.

Born in Ireland, raised in Spain and currently residing in Glasgow, Scotland, his upbringing was a multicultural one. From a young age he benefited from a musical education, both in and out of school; but it wasn't until after a chance encounter with some deep, hypnotic sounds in his teens that his true 'musical education' began. <a href=""https://www.last.fm/music/Boom+Merchant"">Read more on Last.fm</a>",566,1701,"['Gabriel Loirat', 'DJ Joseph B', 'Fur Coat', 'Arjun Vagale', 'Powel']"
206,Latmos," <a href=""https://www.last.fm/music/Latmos"">Read more on Last.fm</a>",141,561,"['Save Your Atoll', 'Biocym', 'Dycide', 'Polygonia', 'BLNDR']"
207,albird," <a href=""https://www.last.fm/music/Albird"">Read more on Last.fm</a>",339,1031,"['Kaiser Souzai', 'Ben Champell', 'Guido Nemola', 'BARBUTO', 'Drunken Kong']"
208,Dj Juri,"A Japanese female DJ/ producer who creates dance music filled with originality and utilizes ""taiko dub"", a percussive and tribal sound, as her weapon.

As well as being active as a DJ, she has been prominently active as a music and visual producer and also been assigned as a music goodwill ambassador for Japanese/ Australia ties and recently was invited in Tasmania, for the inaugural voyage of the East Japan ferry, Express Alumi Boat, Nacchan, Rera’ event and to record there as well. <a href=""https://www.last.fm/music/DJ+Juri"">Read more on Last.fm</a>",622,4077,"['Shamanic Drumming World', 'GOMA & Jungle Rhythm Section', 'Ancestral Elephants', 'Erdal Kemahli', 'AFRA & INCREDIBLE BEATBOX BAND']"
209,MAAND," <a href=""https://www.last.fm/music/MAAND"">Read more on Last.fm</a>",819,3410,[]
210,Koen Groeneveld,"Koen Groeneveld (pronunciation: /ˈkun ˈɣrunəˌvɛlt/), based in Holland, is the hottest new name in electronic music. His sound is a dynamic mix of Techno, Tech House, Progressive House and Minimal. Koen started his own label _aBZoluT. early 2008. One of his first releases “Wake Turbulence” peaked at 1 both in the Beatport Top Downloads Top 100 and in their Techno Top 100 in July 2008. After the huge success of “Wake Turbulence” he was asked by Mark Knight to do a remix for a Toolroom release by Mark Trophy, entitled “Ripper”. <a href=""https://www.last.fm/music/Koen+Groeneveld"">Read more on Last.fm</a>",58621,238170,"['Township Rebellion', 'Milkwish', 'Joyhauser', 'Anja Schneider', 'Enrico Sangiuliano']"
211,Nothing Is Real," <a href=""https://www.last.fm/music/Nothing+is+Real"">Read more on Last.fm</a>",502,4999,"['Chrome Ghost', 'Ursular', 'Wasteland Coven', 'Cathedral', 'Dos Brujos']"
212,TOBAK," <a href=""https://www.last.fm/music/Tobak"">Read more on Last.fm</a>",564,1700,"['Fat Cosmoe', 'Kinky Sound', 'Two Are', 'Brigado Crew', 'Dizharmonia']"
213,Janne Tavi," <a href=""https://www.last.fm/music/Janne+Tavi"">Read more on Last.fm</a>",93,147,['Jerome Sydenham']
214,Whole Story," <a href=""https://www.last.fm/music/Whole+Story"">Read more on Last.fm</a>",6,62,[]
215,Mordio," <a href=""https://www.last.fm/music/Mordio"">Read more on Last.fm</a>",769,5254,"['MTRL', 'Vortm', 'Fromaboveinthemountain', 'Notzing', 'Boskøw']"
216,Julian Brand," <a href=""https://www.last.fm/music/Julian+Brand"">Read more on Last.fm</a>",765,1980,"['Mike Ban', 'Gene Karz', 'Joe Mesmar', 'Darpa', 'Yannick Fuchs']"
217,Jonas Kopp,"Jonas Kopp - Spectral Sound / Mindtrip Music [Buenos Aires, Argentina]

Born in Buenos Aires, Argentina in 1981, Jonas Kopp launched his career as a producer was when he was nineteen years old. After seven years of hard work he has established himself as one of the most representative Argentine talents in the minimal and techno global scene. Known for the constant hypnotic flavor in his tracks, coupled with deep bass lines and use of effects like reverb and LFO's <a href=""https://www.last.fm/music/Jonas+Kopp"">Read more on Last.fm</a>",18645,132973,"['Truncate', 'Oscar Mulero', 'Developer', 'Planetary Assault Systems', 'James Ruskin']"
218,Tom Hades,"Real Name:
Wim Vanoeveren
Profile:
Already at very young age Tom Hades was very interested in electronic music, especially the music influenced by DAF, Kraftwerk, and so on. During the period 1991 until 1999, he couldn’t control his urge to produce music any longer. Therefore, he bought his first keyboard and he turned his game-computer into his first audio-workstation. Because his everlasting stubbornness and his enormous interest in computers, he wanted to learn every technical detail by himself. <a href=""https://www.last.fm/music/Tom+Hades"">Read more on Last.fm</a>",10377,44797,"['Marco Bailey & Tom Hades', 'Sasha Carassi', 'Axel Karakasis', 'Alex Bau', 'Tomy DeClerque']"
219,Di Rugerio," <a href=""https://www.last.fm/music/Di+Rugerio"">Read more on Last.fm</a>",772,2724,"['Dario Gismondi', 'Maand', 'Kalmer', 'Enzo Saccone feat. Morgana', 'Lloyd Lawrence & Tony T']"
220,Oxycope," <a href=""https://www.last.fm/music/Oxycope"">Read more on Last.fm</a>",45,151,"['GLASKIN', 'Flits', 'Arthur Robert', 'Alberto Tolo', 'Phara']"
221,John Digweed,"John Digweed is a British DJ and record producer.  He began DJing at around age 13.  He realised the only way to break through was to start his own nightclub and book the big names like Carl Cox for him to play with.  His break finally came when Sasha (real name Alexander Coe) played at Digweed's Bedrock nightclub in Hastings.  Sasha, impressed by what he heard, offered Digweed the residency with him at the now seminal club Renaissance, at that time in Mansfield. <a href=""https://www.last.fm/music/John+Digweed"">Read more on Last.fm</a>",122072,899351,"['Nick Warren', 'Danny Tenaglia', 'Anthony Pappa', 'Sasha', 'Bedrock']"
222,John P,"Solo artist with a great home studio. That's pretty much it. <a href=""https://www.last.fm/music/John+P"">Read more on Last.fm</a>",831,3060,"['Hanubis', 'KUSP (UK)', 'I AM BAM', 'Andrea Signore', 'Rudosa']"
223,Don Weber," <a href=""https://www.last.fm/music/Don+Weber"">Read more on Last.fm</a>",1140,4003,"['Dj Jordan', 'Rudosa', 'MassoBT', 'Brennen Grey', 'Michael Klein']"
224,Devid Dega," <a href=""https://www.last.fm/music/Devid+Dega"">Read more on Last.fm</a>",1723,4699,"['Sisko Electrofanatik', 'Karla Blum', 'Mattia Saviolo', 'Tao Andra', 'Charles D (USA)']"
225,The Marx Trukker," <a href=""https://www.last.fm/music/The+Marx+Trukker"">Read more on Last.fm</a>",1151,4951,"['Slow Noise', 'Slownoise', 'Basicnoise', 'Dominique Jacquinet', 'Madutec']"
226,STX," <a href=""https://www.last.fm/music/Stx"">Read more on Last.fm</a>",837,6491,"['BSLS', 'Plexøs', 'B Λ N D I', 'TØLR', '19.85']"
227,Sean Deason,"After a period doing graphic design for hordes of Detroit techno releases, Sean Deason began working on production himself, first for K Hand's Acacia Records, but later for his own Matrix label under aliases such as Project X, Sounds Intangible Nature, Freq and X-313. His production style of driving minimalist funk with sublime, quintessentially Detroit melodies was later tempered by his inspiration from the British drum'n'bass scene, making Deason one of the few Motor City figures to integrate heavy breakbeats into his material. <a href=""https://www.last.fm/music/Sean+Deason"">Read more on Last.fm</a>",4493,25670,"['Dark Comedy', 'Mad Mike', ""Eddie 'Flashin' Fowlkes"", 'Kosmic Messenger', 'Stacey Pullen']"
228,Orlando Voorn,"As one of the first Dutch musicians to establish a vital connection between Detroit and Amsterdam, Orlando Voorn has long been recognized as one of the Netherland’s most original and inventive producers in the world of electronic dance music.

Voorn began djing at the tender age of 12 and went on to win the Dutch DMC DJ Championships in 1986 with his own characteristic blend of hiphop and electro. Towards the end of the eighties he acquired his first sequencer, packed away his turntables and turned his hand to producing. <a href=""https://www.last.fm/music/Orlando+Voorn"">Read more on Last.fm</a>",22586,102474,"['Joey Beltram', 'DJ Bone', 'K-Hand', 'Robert Hood', 'The Advent']"
229,Qlons," <a href=""https://www.last.fm/music/qlons"">Read more on Last.fm</a>",5771,17740,"['Trik', 'Nuno Lisboa', 'Beneath Usual', 'Peppou', 'Lapien']"
230,Vytis," <a href=""https://www.last.fm/music/Vytis"">Read more on Last.fm</a>",2432,31154,"['Subforms', 'Atabey', 'Vejopatis', 'Minimal Boffin', 'Am.Light']"
231,Inigo Kennedy,"Inigo Kennedy is a pioneering and respected techno and electronic music producer and DJ. He is well known for always bringing technical and creative originality and skill to his work. He is the owner of the innovative and genre defying label Asymmetric. He has also been responsible for a large and diverse back catalogue of releases on a wide variety of labels and projects around the World. His discography stretches to almost 100 releases on vinyl, CD and as MP3. His DJ schedule has taken him to all corners of the World. <a href=""https://www.last.fm/music/Inigo+Kennedy"">Read more on Last.fm</a>",18732,223676,"['The Advent', 'Border One', 'Ryan James Ford', 'Reeko', 'Setaoc Mass']"
232,Linear System," <a href=""https://www.last.fm/music/Linear+System"">Read more on Last.fm</a>",2741,22801,"['Arthur Robert', 'Ben Reymann', 'MARCAL', 'Lakej', 'Cirkle']"
233,Antony Doria," <a href=""https://www.last.fm/music/Antony+Doria"">Read more on Last.fm</a>",331,1437,"['Denise Rabe', 'Anthony Tring', 'Marc Faenger', 'Æmpty', 'Fixeer']"
234,Bruce Mennel," <a href=""https://www.last.fm/music/Bruce+Mennel"">Read more on Last.fm</a>",84,182,[]
235,Andrew Rayel,"Trance producer and DJ from Moldova.

Randry / Andrew Rayel's real name it's Andrei Rata

His musical career began in 2005. At only 17 years old, Andrew Rayel has been producing since he was 13, each year gaining more and more experience and finding his “sound”. His tracks have a variety of influences from different trance styles. He tries to offer something hot and new every time, never using the same formula of previous track.

Andrew Rayel <a href=""https://www.last.fm/music/Andrew+Rayel"">Read more on Last.fm</a>",175404,2744211,"['Giuseppe Ottaviani', 'Ben Gold', 'Armin van Buuren', 'Orjan Nilsen', 'David Forbes']"
236,Mython," <a href=""https://www.last.fm/music/Mython"">Read more on Last.fm</a>",8388,36602,"['CLOSAR', 'Scove', 'WZX_O', 'coslow', 'Jonas Xenon']"
237,Samuel L Session,"Way back in 1988 Samuel bought his first mixer and a pair of regular turntables. That was his first step into the music business. Mixing everything from hiphop, house and techno he began to explore the phenomenon of mixing. In 1991 he formed a party organization with his friend Max Reich, and started to pull off parties around Gothenburg. During the same time Samuel also started spinning outside his bedroom. When Max got a proper studio in 1995, he felt it was time to take a step further, so he asked Max to teach him the basics about producing. <a href=""https://www.last.fm/music/Samuel+L+Session"">Read more on Last.fm</a>",12230,63321,"['Samuel L. Session', 'Danilo Vigorito', 'Joel Mull', 'Rino Cerrone', 'Gaetano Parisio']"
238,Martyn Päsch," <a href=""https://www.last.fm/music/Martyn+P%C3%A4sch"">Read more on Last.fm</a>",548,2535,"['Kontinum', 'Forest On Stasys', 'Foreign Material', 'Rambadu', 'BLNDR']"
239,Michel Lauriola," <a href=""https://www.last.fm/music/Michel+Lauriola"">Read more on Last.fm</a>",1538,7331,"['Casual Treatment', 'PWCCA', 'RUMAN', 'Lidvall', 'Fixeer']"
240,Realm Of Chaos,"Death/metal/crust band from Denmark (Copenhagen).

Current line-up:
Hellena - Vocals
Matthias - Vocals, Guitar
Anders - Guitar
Mike - Bass
Kasper - Drums

Discography:
stench of death [demotape, 2008]
leaders of pain [demotape, 2008]

http://myspace.com/realmofchaos69 <a href=""https://www.last.fm/music/Realm+Of+Chaos"">Read more on Last.fm</a>",1007,12163,"['Instinct of Survival', 'Last Legion Alive', 'Hellshock', 'Stormcrow', 'Cancer Spreading']"
241,Morttagua,"DJ & house music producer Rio de Janeiro, Brazil
 https://soundcloud.com/morttagua
https://www.facebook.com/Morttagua/
https://www.instagram.com/Morttaguamusic/
http://morttagua.com/
His tracks with deep, dark and melodic characteristics that transition in the realms of Techno and Progressive House have gathered attention from important DJs in different spectrums of electronic music, gaining support from underground legends such as Solomun, Tale of Us <a href=""https://www.last.fm/music/Morttagua"">Read more on Last.fm</a>",11238,43891,"['Mode Apart', 'Alan Cerra', 'Dizharmonia', 'Michael A', 'Fuenka']"
242,Augusto Taito," <a href=""https://www.last.fm/music/Augusto+Taito"">Read more on Last.fm</a>",1691,7094,"['Clotur', 'A.Morgan', 'Casual Treatment', 'Ignez', 'Phil Berg']"
243,Decorodi," <a href=""https://www.last.fm/music/Decorodi"">Read more on Last.fm</a>",79,199,"['Bejenec', 'Bodro']"
244,Pauke Schaumburg," <a href=""https://www.last.fm/music/Pauke+Schaumburg"">Read more on Last.fm</a>",3140,13415,"['JRJ', 'Josh McKenzie', 'Archaellum', 'LIMARA', 'rumu']"
245,Eddie Fowlkes,"Detroit-born Eddie “Flashin’” Fowlkes was raised on the music of another Detroit native: Motown Records. The songs of Stevie Wonder and Marvin Gaye filled his parents’ house and Fowlkes took this influence and keen vocal ear with him when he began turning heads DJ’ing soul and jazz in 1982. With friends like Juan Atkins and roomates like Kevin Saunderson and Derrick May in 1986, the eventual followed: DJ’ing Kraftwerk gradually turned into making music. <a href=""https://www.last.fm/music/+noredirect/Eddie+Fowlkes"">Read more on Last.fm</a>",2575,8673,[]
246,Irene Radice," <a href=""https://www.last.fm/music/Irene+Radice"">Read more on Last.fm</a>",368,1015,"['Ewan Rill', 'Andreas Brunner', 'Ina Becker', 'Frezel', '10dens']"
247,Syun Nakano," <a href=""https://www.last.fm/music/Syun+Nakano"">Read more on Last.fm</a>",115,389,"['Kantik', 'Domotic', 'jiji+dbkrt', 'dec.A', 'Vinícius Milani']"
248,Sosak," <a href=""https://www.last.fm/music/Sosak"">Read more on Last.fm</a>",836,2530,"['Subjected', 'Norman Nodge', 'Abstract Division', 'JoeFarr', 'Marcel Fengler']"
249,VONDA7," <a href=""https://www.last.fm/music/Vonda7"">Read more on Last.fm</a>",17995,73883,"['John Darque', 'Dave Sinner', 'A.S.H', 'Beico & Mt93', 'Andre Keller']"
250,Lusca,"There are several artists with this name:

1)  Originally intented as a basic setup of two bass guitars and a drum machine in 2002 the idea was to set a general course for the band and pick up other musicians along the way. After releasing the ""Promo 2004"" (4 Tracks/49min) Lusca decided to keep the stripped down minimalistic approach and definately continue as a two piece. The ""Promo 2005"" (3 Tracks/20min) developed the style of the band further and gave a first glimpse of where to go.  <a href=""https://www.last.fm/music/LUSCA"">Read more on Last.fm</a>",751,3291,[]
251,Juan Trujillo," <a href=""https://www.last.fm/music/Juan+Trujillo"">Read more on Last.fm</a>",1439,4117,"['startech42', 'Decoq', 'Vincenzo Pizzi', 'Peter Harich', 'Alessandro Cocco']"
252,Felix Bernhardt," <a href=""https://www.last.fm/music/Felix+Bernhardt"">Read more on Last.fm</a>",8438,35875,"['Andy Kohlmann', 'Minicoolboyz', 'Ascion', 'The Glitz', 'Matteo Poker']"
253,Rustal," <a href=""https://www.last.fm/music/RUSTAL"">Read more on Last.fm</a>",163,472,"['Dylan Fogarty', 'Ferdinger', 'Ignez', 'Yanamaste', 'Phara']"
254,Kai Pattenberg," <a href=""https://www.last.fm/music/Kai+Pattenberg"">Read more on Last.fm</a>",2751,15767,"['Matt Mus', 'Lukas Freudenberger', 'Grozdanoff', 'Noseda', 'Tonikattitude']"
255,Pyramidal Decode,"Born and raised in Italy since ‘98, Pyramidal Decode is the pseudonym of a Techno polyhedric producer.
His music has been released on Jeff Mills' Axis Recording, Oscar Mulero's Warm Up, Mord, Modularz and many more. <a href=""https://www.last.fm/music/Pyramidal+Decode"">Read more on Last.fm</a>",1200,8240,"['Notzing', 'Exium', 'Conceptual', 'Reeko', 'Szmer']"
256,Noob,"The young Parisian friend of Popof and roommate of Djedjotronic.
He has made remixes for Tiga, Popof, Dance Area, D.I.M. & TAI, Zero 7, Brodinski, Para One, autoKratz, Laidback Luke & Lee Mortimer, Proxy, Mumbai Science and Style of Eye. Furthermore released single tracks on compilations for Boysnoize Records and Discobelle Records.
In April 2011 he released his first EP, Crumble, on Popofs FORM label with whose roster (Julian Jeweil, N'to, Popof himself...) he tours extensively around the world. <a href=""https://www.last.fm/music/Noob"">Read more on Last.fm</a>",14727,67952,"['Jan Driver', 'Erol Alkan & Boys Noize', 'Harvard Bass', 'Shadow Dancer', 'Mumbai Science']"
257,Mike Dehnert,"In just three years, 30 year old Berlin born, bred and based artist Dehnert has gone from unknown talent to underground hero with (as revered record store Hardwax calls it) his very own ‘raw techno’ sound making waves with his own constantly excellent Fachwerk label, as well as the odd outing on hallowed imprints like Dutch outlet Clone Basement Series, as well as dub techno stable Echochord Colour, super reticent outlet MD2 and now Delsin, where he finds himself at home amongst the future music of talented cohorts Delta Funktionen <a href=""https://www.last.fm/music/Mike+Dehnert"">Read more on Last.fm</a>",26807,253114,"['Sascha Rydell', 'Roman Lindau', 'Delta Funktionen', 'Skudge', 'Samuli Kemppi']"
258,[3S]," <a href=""https://www.last.fm/music/%5B3S%5D"">Read more on Last.fm</a>",217,883,"['BSLS', 'Kaamzs', 'B Λ N D I', 'aesztetik', 'R-N-O']"
259,Artur Nikolaev,"Artur Nikolaev is a DJ/Producer, he started on 2010. Born in Russia (Nizhniy Novgorod) in 1992, currently lives in Barcelona (Spain).The clubs of this city have brought new influences like Techno, Tech-House and Minimal. In 2011 presents an electronic music program every thursday evening in Barcelona, Radio (Sants-Montjuïc) ""102.5 FM"" announcing new releases and playing he's live sets. In 2012 he has a studio project preparation and is delivering his first works to record labels. <a href=""https://www.last.fm/music/Artur+Nikolaev"">Read more on Last.fm</a>",215,714,"['Sinisa Tamamovic', 'Alex Niggemann', 'Skober', 'Hernan Bass', 'Ruede Hagelstein']"
260,Kai van Dongen," <a href=""https://www.last.fm/music/Kai+van+Dongen"">Read more on Last.fm</a>",1434,5188,"['Rove Ranger', 'MARCAL', 'tred', 'Talismann', 'Vinicius Honorio']"
261,Filipe Barbosa," <a href=""https://www.last.fm/music/Filipe+Barbosa"">Read more on Last.fm</a>",291,1171,"['Michel Lauriola', 'Sandro Galli', 'Avision', 'Niereich', 'Deas']"
262,A.Paul,"A.Paul is an electronic music producer/DJ and label Manager, born in Lisbon, Portugal in November 1971 as Paulo Pereira. His career started in 1987, although his first contact with music was made at a very early stage, mainly through the hands of his older sister who would regularly listen to disco, funk, and electro sounds in the 70's. A.Paul also produces under the following aliases: Beat Therapy, Cronik Rebel, Eypol, Heilo Bitnik, Loudon Kleer, Luther Miek & Paulo Pereira. <a href=""https://www.last.fm/music/A.Paul"">Read more on Last.fm</a>",6784,39244,"['Axel Karakasis', 'Industrialyzer', 'Goncalo M', 'Spiros Kaloumenos', 'Aitor Ronda']"
263,Eric Sneo,"Eric Sneo started collecting electronic instruments and Synthesizers at the age of 12. After he studied audio-engineering at SAE Frankfurt, he began his work as producer and sound engineer at beatdisaster studios germany.
1992 he started Dj-ing and 1997 he became resident in one of the biggest techno clubs in germany: the palazzo. Also he played big festivals and clubs like: Nature One (2002 and 2009), U60311 Frankfurt, Cherrymoon, Mayday Belgium, Kashmir Budapest etc. <a href=""https://www.last.fm/music/Eric+Sneo"">Read more on Last.fm</a>",20370,113336,"['Gayle San', 'Pet Duo', 'Robert Natus', 'Alex Bau', 'Axel Karakasis']"
264,Ricky Cross," <a href=""https://www.last.fm/music/Ricky+Cross"">Read more on Last.fm</a>",246,1524,"['Mystics', 'Johann Arty', 'Van Morph', 'Modular Phaze', 'Pacius Elter']"
265,Yokushe," <a href=""https://www.last.fm/music/Yokushe"">Read more on Last.fm</a>",352,2902,"['Beukhoven Sloopwerken', 'Kick.S', 'Sick of TV', 'Dylab', 'KisssandFly']"
266,Jono McCleery,"Jono McCleery, a London based solo artist, made his first album 'Darkest Light' independently in 2008, funded by fans. His following release since signing to Ninja Tune: 'There Is' was described as ""Miles Davis, Massive Attack, John Martyn, Fink, and Radiohead wrapped up in one exquisitely produced album."" The new single 'Fire in my Hands' a collaboration with Royce Wood Junior, will come out 06.05.13. Pre-order on 7"" vinyl or download for free the b-side 'Painted Blue' here: http://ninjatune.net/jonomccleery/ <a href=""https://www.last.fm/music/Jono+McCleery"">Read more on Last.fm</a>",120769,1054901,"['Fink', 'Nick Mulvey', 'Thomas Dybdahl', 'RY X', 'Piers Faccini']"
267,SpockNinja," <a href=""https://www.last.fm/music/SpockNinja"">Read more on Last.fm</a>",759,2693,"['Samoh', 'Sánchez Jr.', 'Vaya', 'Buffalo in Crime', 'gene for fate']"
268,Isabela Clerc," <a href=""https://www.last.fm/music/isabela+clerc"">Read more on Last.fm</a>",192,767,"['Joanna Coelho', 'Diyu', 'David Temessi', 'Xenia (UA)', 'WarinD']"
269,Odopt," <a href=""https://www.last.fm/music/odopt"">Read more on Last.fm</a>",700,2712,"['Khidja', 'Radial Gaze', 'Zillas On Acid', 'HLM38', 'Front De Cadeaux']"
270,Svarog,"There are several bands/artists releasing music under the name Svarog.

1) Svarog is Oleksa Moroz, a techno DJ and musician from Lviv, Ukraine. 

2) Svarog is a black metal band from Germany.

3) Svarog was also a serbian sludge/doom band formed in 1993. They released only one album entitled Smor, which was recorded live at KST on 5.11.1994.  <a href=""https://www.last.fm/music/Svarog"">Read more on Last.fm</a>",5826,72599,"['Forest On Stasys', 'Basis Change', 'Kontinum', 'BLNDR', 'Dycide']"
271,Jakub Rene Kosik," <a href=""https://www.last.fm/music/Jakub+Rene+Kosik"">Read more on Last.fm</a>",820,4791,"['Kd3', 'Gudowski', 'Static Sense', 'Bibicu', 'Peres']"
272,Marco Leckber," <a href=""https://www.last.fm/music/Marco+Leckber"">Read more on Last.fm</a>",1,7,[]
273,R.Hz," <a href=""https://www.last.fm/music/R.Hz"">Read more on Last.fm</a>",2434,16170,"['Nae:tek', 'Kooscha', 'Schulz Audio', 'Dive Craft', 'Nicolas Barnes']"
274,X23," <a href=""https://www.last.fm/music/X23"">Read more on Last.fm</a>",318,3159,"['HRD.303', 'Dostroic', 'Rzvx', 'Joe Sane', 'Flucc']"
275,Pal-E," <a href=""https://www.last.fm/music/Pal-E"">Read more on Last.fm</a>",85,285,[]
276,Tektoys," <a href=""https://www.last.fm/music/Tektoys"">Read more on Last.fm</a>",131,612,"['Alex Cool', 'Tsaritsa Logiki', 'Cousin Vic', 'Dronum', 'Bees And Cobras']"
277,Bongani," <a href=""https://www.last.fm/music/Bongani"">Read more on Last.fm</a>",676,1987,"['HoloKast', 'Muwanguzi Edmond', 'Humuzen', 'Haze TNT', 'Josh Ngano']"
278,Dense & Pika," <a href=""https://www.last.fm/music/Dense+"">Read more on Last.fm</a>",0,0,[]
279,JLTZ," <a href=""https://www.last.fm/music/JLTZ"">Read more on Last.fm</a>",436,1746,"['MSDMNR', 'Arthur Robert', 'why421', 'Fergus Sweetland', 'Vinicius Honorio']"
280,James Warren,"1)  Singer, Bassplayer & Songwriter (Korgis & Stackridge)
2) DJ and producer
3) Organist

1)  Singer, Bassplayer & Songwriter
James Warren was one of the principal songwriters in the quintessentially British rock band Stackridge. Hailing from Bristol, James played bass, guitar and fronted the band and cites  Lennon-McCartney, Paul Simon and The Beach Boys as early influences. He and songwriting partner Andy Davis developed the band's quirky, progressive repertoire and Stackridge played the very first Glastonbury Festival as the opening act. <a href=""https://www.last.fm/music/James+Warren"">Read more on Last.fm</a>",18319,95958,"['Michael Brun', 'Timo Maas', 'Puretone', 'LIPKA', 'Fluke']"
281,Kristof Du Jardin," <a href=""https://www.last.fm/music/Kristof+Du+Jardin"">Read more on Last.fm</a>",1,1,[]
282,Uto Karem,"Seemingly leading the pack of Italy’s rising stars is Uto Karem, who in just a short period of time has produced hit after hit with forward thinking dance tracks that are fast becoming staples for DJs everywhere. With an ability to infuse cutting edge machine music with soulful grooves.As well as being an in-demand remixer, DJ and producer, Uto also runs his own Agile Recordings imprint on which he explores the same deep techno rhythms and loopy hypnotism as he does with his original works. <a href=""https://www.last.fm/music/Uto+Karem"">Read more on Last.fm</a>",16890,69427,"['Carlo Lio', 'Hermanez', 'Fabrizio Maurizi', 'Paco Osuna', 'Dandi & Ugo']"
